    0.141425304226667853E+00    0.259873613799539704E+01    0.716154253921084063E+02    0.163700449145742610E+00    0.600684427302630497E+00   -0.712232657178057948E+00   -0.100707943850898391E+04
    0.119665386491883657E+00    0.242084184990576734E+01    0.709092154989829453E+02    0.293732138412929299E-01    0.448431334123386982E+00   -0.554140852855659727E+00   -0.100665508544926513E+04
    0.122066574931805269E+00    0.242638942826604520E+01    0.721308566075442883E+02    0.219246533893312501E+00    0.973508335482249576E+00   -0.649872982153685053E+00   -0.100599553842226976E+04
    0.129315673228805911E+00    0.258034976001785710E+01    0.707548867635644285E+02    0.154702168525682471E+00    0.388158418938868377E+00   -0.841365639229750162E+00   -0.100561477549065944E+04
    0.127021693527466506E+00    0.232406444987803340E+01    0.709748558423424072E+02    0.169705890515968114E-01    0.614150787832870027E+00   -0.456364257037371379E+00   -0.100533524286918680E+04
    0.129187621285258430E+00    0.235312646329123298E+01    0.721152016113730383E+02    0.103080986090109527E-01    0.942391683068868891E+00   -0.538746181728902984E+00   -0.100512195673084409E+04
    0.130280697273946366E+00    0.229172831706137137E+01    0.714609336063092115E+02    0.122258741099680143E+00    0.457472512556151623E+00   -0.769900481030021844E+00   -0.100490948542823958E+04
    0.128215209374460015E+00    0.243823977284892734E+01    0.709067384810551147E+02    0.111172343059073503E+00    0.126488186908909117E+00   -0.108110704680017955E+01   -0.100484506904468310E+04
    0.127314692192858181E+00    0.232769858954205278E+01    0.710384318154613652E+02    0.732119956186612769E-01    0.825048361023333066E-01   -0.151925601045808123E+01   -0.100482994432115629E+04
    0.141158336565198661E+00    0.242122017483404939E+01    0.720072187780775153E+02    0.192503345586403141E+00    0.479833216759032621E+00   -0.839973275280633924E+00   -0.100476065363212251E+04
    0.126403932529738083E+00    0.248307761421279594E+01    0.720591308217356215E+02    0.290698451151647996E+00    0.417942045416504815E+00   -0.130191171977100706E+01   -0.100472241415706696E+04
    0.128289006799664013E+00    0.257676528066433752E+01    0.717153484175678386E+02    0.366279676896035800E+00    0.539579986157562197E+00   -0.108166321277768596E+01   -0.100470761760653727E+04
    0.129729412820491136E+00    0.233516988551677063E+01    0.720124378048954270E+02    0.269785714834383406E+00    0.304892457759550928E+00   -0.161660053736405085E+01   -0.100460092733420583E+04
    0.143496540317013810E+00    0.242688367419887019E+01    0.709360646330287494E+02    0.137593790802360921E+00    0.398189068930001888E+00   -0.694683706012440894E+00   -0.100404411792164308E+04
    0.139441830939845218E+00    0.234653939193329020E+01    0.715492223760975889E+02    0.509819979133682988E-01    0.158466769237627536E+00   -0.119606343775482493E+01   -0.100390047982176543E+04
    0.141115397423713290E+00    0.252334398050677233E+01    0.714612513901420812E+02    0.199633117418863998E+00    0.650948396540268370E+00   -0.678979551415570093E+00   -0.100388515752711407E+04
    0.130759841851890490E+00    0.244900566304577172E+01    0.714846986721807411E+02    0.350889352526666587E+00    0.611473667464863868E+00   -0.957322154686653937E+00   -0.100378193029247734E+04
    0.133229702407281603E+00    0.248267509970092126E+01    0.723074371846667248E+02    0.248360397686556544E+00    0.401900957851926199E+00   -0.119100290815158960E+01   -0.100377954398884071E+04
    0.135862714360545145E+00    0.238443144233032278E+01    0.712450356079722837E+02    0.197466528018146431E+00    0.815261541072810236E+00   -0.665852620650199567E+00   -0.100376388076365936E+04
    0.126110012860751713E+00    0.253612293085667329E+01    0.706778368629507554E+02    0.137741119732618739E+00    0.242189961200606152E+00   -0.877496158256682035E+00   -0.100358246249911974E+04
    0.124328253762387209E+00    0.240974938299445851E+01    0.715690018762157365E+02    0.162229142880600807E+00    0.147903579779883471E+00   -0.183160054415461837E+01   -0.100353592095841657E+04
    0.138757833440731476E+00    0.246429006506163439E+01    0.714853182476259690E+02    0.215691822979043157E+00    0.933897218321334877E+00   -0.597361813206058523E+00   -0.100352364031798584E+04
