    0.398270535469055176E+01    0.583998680114746094E+00    0.512826681137084961E+02    0.680981707572936967E+00   -0.593555933395731263E+06   -0.599146350544150419E+01    1
    0.396840596199035645E+01    0.459754467010498047E+00    0.560753059387207031E+02    0.155548870563507070E-01   -0.581683191387557075E+06   -0.599396350544151169E+01    1
    0.393452548980712891E+01    0.784767818450927734E+01    0.735811591148376465E+02    0.565326356887817294E+00   -0.581620989442634978E+06   -0.599646350544151474E+01    1
    0.395941209793090820E+01    0.575479316711425781E+01    0.697976469993591309E+02    0.512971478700637751E+00   -0.575646851348368567E+06   -0.599896350544151957E+01    1
    0.399658465385437012E+01    0.242232322692871094E+01    0.794530105590820312E+02    0.353462529182434038E+00   -0.574410228103020694E+06   -0.600146350544151552E+01    1
    0.396097040176391602E+01    0.543989086151123047E+01    0.809706568717956543E+02    0.252068978548049938E+00   -0.574306097662533051E+06   -0.600396350544151858E+01    1
    0.398083376884460449E+01    0.133083963394165039E+01    0.823753929138183594E+02    0.558469599485397317E+00   -0.571804215684931143E+06   -0.600646350544151630E+01    1
    0.395594334602355957E+01    0.212723445892333984E+01    0.602539086341857910E+02    0.203659659624099709E+00   -0.568367366123750573E+06   -0.600896350544152469E+01    1
    0.399897551536560059E+01    0.136824750900268555E+01    0.751390099525451660E+02    0.129422062635421747E+00   -0.568350947177860653E+06   -0.601146350544151886E+01    1
    0.391740393638610840E+01    0.623081445693969727E+01    0.591698217391967773E+02    0.923691034317016546E-01   -0.564996704450403573E+06   -0.601396350544150859E+01    1
    0.397332310676574707E+01    0.157321214675903320E+01    0.831802701950073242E+02    0.518038392066955539E-01   -0.560174308314374066E+06   -0.601646350544151520E+01    1
    0.390516042709350586E+01    0.630363464355468750E+01    0.742765593528747559E+02    0.942120194435119573E-01   -0.555304222900168621E+06   -0.601896350544151559E+01    1
    0.386755585670471191E+01    0.736250257492065430E+01    0.641239666938781738E+02    0.447981172800064054E+00   -0.554666341543787508E+06   -0.602146350544152753E+01    1
    0.385445308685302734E+01    0.784201097488403320E+01    0.634935331344604492E+02    0.247969001531600924E+00   -0.550528478021122399E+06   -0.602396350544153325E+01    1
    0.392195510864257812E+01    0.362817382812500000E+01    0.736979699134826660E+02    0.483481526374816839E-01   -0.549776478236455936E+06   -0.602646350544152298E+01    1
    0.389560389518737793E+01    0.323377370834350586E+01    0.669968152046203613E+02    0.359492331743240356E+00   -0.547081464952083537E+06   -0.602896350544150561E+01    1
    0.389027118682861328E+01    0.293285942077636719E+01    0.650700116157531738E+02    0.883116841316223117E-01   -0.544029506181343109E+06   -0.603146350544150955E+01    1
    0.377970600128173828E+01    0.788867521286010742E+01    0.518957424163818359E+02    0.654934465885162326E-01   -0.541854260149826179E+06   -0.603396350544152682E+01    1
