    0.148384773731231689E+01   -0.734801005747722343E+03   -0.599146350544150419E+01    1
    0.148021769523620605E+01   -0.720933006670114082E+03   -0.599396350544151169E+01    1
    0.147770988941192627E+01   -0.711429330614292326E+03   -0.599646350544151474E+01    1
    0.147553753852844238E+01   -0.703247742036451200E+03   -0.599896350544151957E+01    1
    0.146994328498840332E+01   -0.682395698356499452E+03   -0.600146350544151552E+01    1
    0.146582353115081787E+01   -0.667239807534711531E+03   -0.600396350544151858E+01    1
    0.146248054504394531E+01   -0.655066255493222798E+03   -0.600646350544151630E+01    1
    0.145921134948730469E+01   -0.643269495818897212E+03   -0.600896350544152469E+01    1
    0.145683848857879639E+01   -0.634774062472443461E+03   -0.601146350544151886E+01    1
    0.145554542541503906E+01   -0.630168275484249989E+03   -0.601396350544150859E+01    1
    0.145394170284271240E+01   -0.624479172872439108E+03   -0.601646350544151520E+01    1
    0.145054817199707031E+01   -0.612525632268882418E+03   -0.601896350544151559E+01    1
    0.143894457817077637E+01   -0.572522663173272122E+03   -0.602146350544152753E+01    1
    0.142863452434539795E+01   -0.538108780775074251E+03   -0.602396350544153325E+01    1
    0.142690956592559814E+01   -0.532454849284759462E+03   -0.602646350544152298E+01    1
    0.142661321163177490E+01   -0.531486477878557366E+03   -0.602896350544150561E+01    1
    0.142127501964569092E+01   -0.514193719058139891E+03   -0.603146350544150955E+01    1
    0.141207313537597656E+01   -0.485053736933407265E+03   -0.603396350544152682E+01    1
    0.140871214866638184E+01   -0.474621481487515496E+03   -0.603646350544153165E+01    1
    0.140403449535369873E+01   -0.460290399641335569E+03   -0.603896350544152227E+01    1
    0.140337693691253662E+01   -0.458293357068610419E+03   -0.604146350544151556E+01    1
    0.140071558952331543E+01   -0.450254856728219977E+03   -0.604396350544152039E+01    1
    0.139913189411163330E+01   -0.445504978190511281E+03   -0.604646350544152966E+01    1
    0.139820730686187744E+01   -0.442743517145513977E+03   -0.604896350544152206E+01    1
    0.139725852012634277E+01   -0.439918666754960952E+03   -0.605146350544152156E+01    1
    0.139218771457672119E+01   -0.424973830564281798E+03   -0.605396350544152995E+01    1
    0.139152002334594727E+01   -0.423025147874552545E+03   -0.605646350544151790E+01    1
    0.138195037841796875E+01   -0.395585607266623242E+03   -0.605896350544151829E+01    1
    0.137757825851440430E+01   -0.383353975815891658E+03   -0.606146350544153112E+01    1
    0.137672650814056396E+01   -0.380993329354792422E+03   -0.606396350544153950E+01    1
    0.137235069274902344E+01   -0.368980027020809189E+03   -0.606646350544153368E+01    1
    0.136097228527069092E+01   -0.338638196213478750E+03   -0.606896350544153407E+01    1
    0.135946440696716309E+01   -0.334714420230552491E+03   -0.607146350544153712E+01    1
    0.135924291610717773E+01   -0.334139975575210315E+03   -0.607396350544151886E+01    1
    0.135783398151397705E+01   -0.330497337933193648E+03   -0.607646350544150149E+01    1
    0.135033428668975830E+01   -0.311441803278794850E+03   -0.607896350544150277E+01    1
    0.134999716281890869E+01   -0.310598434903964062E+03   -0.608146350544151737E+01    1
    0.134849762916564941E+01   -0.306860886321187422E+03   -0.608396350544153197E+01    1
    0.134336936473846436E+01   -0.294248766282462839E+03   -0.608646350544153236E+01    1
    0.134122228622436523E+01   -0.289046484672992278E+03   -0.608896350544152032E+01    1
    0.133976399898529053E+01   -0.285539403863536393E+03   -0.609146350544151804E+01    1
    0.133876132965087891E+01   -0.283140390499722741E+03   -0.609396350544151844E+01    1
    0.133848333358764648E+01   -0.282477029811827776E+03   -0.609646350544151083E+01    1
    0.133560049533843994E+01   -0.275643494835035710E+03   -0.609896350544150234E+01    1
    0.133530545234680176E+01   -0.274948807337109372E+03   -0.610146350544149918E+01    1
    0.133138751983642578E+01   -0.265806449496706080E+03   -0.610396350544150579E+01    1
    0.133114933967590332E+01   -0.265255613979475072E+03   -0.610646350544152394E+01    1
    0.132930970191955566E+01   -0.261020224788621761E+03   -0.610896350544153233E+01    1
    0.131636953353881836E+01   -0.232184403035473622E+03   -0.611146350544151318E+01    1
    0.131224155426025391E+01   -0.223337914590485923E+03   -0.611396350544150202E+01    1
    0.130884373188018799E+01   -0.216184049544663651E+03   -0.611646350544151840E+01    1
    0.130651199817657471E+01   -0.211341554770852383E+03   -0.611896350544151613E+01    1
    0.129586732387542725E+01   -0.189925570627051997E+03   -0.612146350544151030E+01    1
    0.129458642005920410E+01   -0.187424902173729578E+03   -0.612396350544150803E+01    1
    0.129444169998168945E+01   -0.187143401275291097E+03   -0.612646350544151108E+01    1
    0.129437398910522461E+01   -0.187011766019834312E+03   -0.612896350544151858E+01    1
    0.129362356662750244E+01   -0.185555955584218822E+03   -0.613146350544150476E+01    1
    0.128770589828491211E+01   -0.174273049071173290E+03   -0.613396350544150160E+01    1
    0.128597807884216309E+01   -0.171044756865553580E+03   -0.613646350544149932E+01    1
    0.128429901599884033E+01   -0.167936164307148459E+03   -0.613896350544150327E+01    1
    0.128113222122192383E+01   -0.162149935640384200E+03   -0.614146350544151343E+01    1
    0.127795934677124023E+01   -0.156453173332677096E+03   -0.614396350544152714E+01    1
    0.127727985382080078E+01   -0.155246260670066903E+03   -0.614646350544152309E+01    1
    0.127703809738159180E+01   -0.154817967438914337E+03   -0.614896350544151282E+01    1
    0.127595365047454834E+01   -0.152903963393042062E+03   -0.615146350544152742E+01    1
    0.726140260696411133E+00   -0.149223258459817117E+03   -0.615396350544151360E+01    1
    0.127316749095916748E+01   -0.148040427441911220E+03   -0.615646350544150067E+01    1
    0.722437143325805664E+00   -0.146778242647951259E+03   -0.615896350544150195E+01    1
    0.721508264541625977E+00   -0.145180946921305974E+03   -0.616146350544151922E+01    1
    0.731495857238769531E+00   -0.140073758454796689E+03   -0.616396350544152849E+01    1
    0.126721322536468506E+01   -0.137906841500749238E+03   -0.616646350544150668E+01    1
    0.716695785522460938E+00   -0.137042952371195838E+03   -0.616896350544149996E+01    1
    0.126580059528350830E+01   -0.135554714798273039E+03   -0.617146350544152167E+01    1
    0.736553549766540527E+00   -0.131679238286038412E+03   -0.617396350544153449E+01    1
