    0.399091124534606934E+01    0.690016269683837891E+01    0.515962553024291992E+02    0.608342069387435846E+00   -0.601505608086156775E+06   -0.760090241787552312E+01    1
    0.396813011169433594E+01    0.608733892440795898E+01    0.887117719650268555E+02    0.627281421422958285E+00   -0.597614265863434994E+06   -0.760140241787544646E+01    1
    0.397960829734802246E+01    0.590267753601074219E+01    0.871067070960998535E+02    0.536717516183853105E+00   -0.595444810062246979E+06   -0.760190241787540621E+01    1
    0.399789834022521973E+01    0.787329149246215820E+01    0.770531940460205078E+02    0.226561009883880587E+00   -0.595131539869584027E+06   -0.760240241787539794E+01    1
    0.391063451766967773E+01    0.738300180435180664E+01    0.898951292037963867E+02    0.699698925018310547E+00   -0.593136776100636809E+06   -0.760290241787547671E+01    1
    0.398534274101257324E+01    0.720522594451904297E+01    0.566837668418884277E+02    0.280472457408905002E-01   -0.590942791789796669E+06   -0.760340241787553950E+01    1
    0.395342683792114258E+01    0.676507663726806641E+01    0.513592290878295898E+02    0.316776984930038419E+00   -0.590079093318060972E+06   -0.760390241787554544E+01    1
    0.396677851676940918E+01    0.750829792022705078E+01    0.570384120941162109E+02    0.543600183725357011E+00   -0.589012565037482535E+06   -0.760440241787551496E+01    1
    0.399532079696655273E+01    0.564703798294067383E+01    0.623262834548950195E+02    0.657397347688674860E+00   -0.588436047271606862E+06   -0.760490241787542143E+01    1
    0.399839234352111816E+01    0.626121711730957031E+01    0.733041334152221680E+02    0.224901676177978488E+00   -0.585080454727621633E+06   -0.760540241787541049E+01    1
    0.395475435256958008E+01    0.609591674804687500E+01    0.537092709541320801E+02    0.569363832473754848E-02   -0.584826812329313369E+06   -0.760590241787546884E+01    1
    0.399164175987243652E+01    0.510537719726562500E+01    0.742970132827758789E+02    0.557567793130874567E+00   -0.584663890660266043E+06   -0.760640241787542148E+01    1
    0.399043941497802734E+01    0.534209680557250977E+01    0.706205391883850098E+02    0.450872009992599465E+00   -0.582297100478715030E+06   -0.760690241787538035E+01    1
    0.399252510070800781E+01    0.421388101577758789E+01    0.692989969253540039E+02    0.694236308336257935E+00   -0.582122888450724306E+06   -0.760740241787540672E+01    1
    0.397850656509399414E+01    0.476714706420898438E+01    0.605575919151306152E+02    0.645660513639449984E+00   -0.581473005875286413E+06   -0.760790241787540200E+01    1
    0.395973229408264160E+01    0.584488964080810547E+01    0.808357810974121094E+02    0.472290849685668923E+00   -0.581294050798767828E+06   -0.760840241787544080E+01    1
    0.394359469413757324E+01    0.642032003402709961E+01    0.557530236244201660E+02    0.681748038530349709E+00   -0.580479756182400975E+06   -0.760890241787543875E+01    1
    0.394304037094116211E+01    0.223323869705200195E+01    0.524157547950744629E+02    0.382341194152832020E+00   -0.579424948886089143E+06   -0.760940241787537186E+01    1
    0.397132825851440430E+01    0.584818935394287109E+01    0.605814599990844727E+02    0.267870450019836392E+00   -0.579423159789075027E+06   -0.760990241787539112E+01    1
    0.394849467277526855E+01    0.875233173370361328E+00    0.533973598480224609E+02    0.377582991123199430E+00   -0.579245819047566038E+06   -0.761040241787548677E+01    1
    0.394978260993957520E+01    0.730644464492797852E+01    0.629851126670837402E+02    0.477499330043792691E+00   -0.579170313371728989E+06   -0.761090241787548649E+01    1
    0.396563315391540527E+01    0.732509994506835938E+01    0.632901644706726074E+02    0.850793004035949596E-01   -0.578991624116331106E+06   -0.761140241787539296E+01    1
    0.396079993247985840E+01    0.322581815719604492E+01    0.553107023239135742E+02    0.301336544752120961E+00   -0.578849742163288407E+06   -0.761190241787538380E+01    1
    0.392370963096618652E+01    0.398117208480834961E+01    0.508236598968505859E+02    0.441141939163207986E+00   -0.578000860720822355E+06   -0.761240241787547500E+01    1
    0.396201324462890625E+01    0.133457183837890625E+00    0.558239841461181641E+02    0.662164896726608276E+00   -0.577582442007905338E+06   -0.761290241787552002E+01    1
    0.398564410209655762E+01    0.271009969711303711E+01    0.612619566917419434E+02    0.310457038879394520E+00   -0.576645276168622426E+06   -0.761340241787543359E+01    1
    0.397497987747192383E+01    0.375783920288085938E+01    0.751020216941833496E+02    0.662053203582763650E+00   -0.576400974973481731E+06   -0.761390241787542088E+01    1
